round_epochs,val_loss,val_acc,loss,acc,first_layer,second_layer,batch_size,epochs
20,0.631544576,0.698447901,0.58175692,0.719790676,256,128,512,20
20,0.607692109,0.698447901,0.583833821,0.719790676,512,64,512,20
20,0.617003354,0.698447891,0.595486591,0.719790676,32,64,256,20
10,0.613389197,0.69844789,0.578104258,0.719790676,256,16,256,10
20,0.620579208,0.69844789,0.591083613,0.719790676,16,512,256,20
40,0.591021018,0.700665196,0.563324309,0.719790676,256,8,512,40
20,0.611678949,0.698447901,0.584636148,0.719790676,64,16,512,20
40,0.600920739,0.701773833,0.566225623,0.719790676,32,64,256,40
40,0.614094309,0.69844789,0.589378236,0.719790676,8,128,256,40
20,0.627337866,0.702882483,0.571756932,0.719790676,32,512,128,20
20,0.618188675,0.698447893,0.594165533,0.719790676,32,32,128,20
20,0.608960787,0.698447893,0.582196541,0.719790675,16,128,128,20
80,0.607710722,0.698447891,0.56747049,0.719790675,8,32,256,80
20,0.620374533,0.69844789,0.590672038,0.719790675,16,64,256,20
40,0.629297495,0.698447889,0.59212254,0.719790675,8,256,512,40
10,0.642374735,0.698447893,0.608684499,0.719790675,8,64,128,10
20,0.645266696,0.695121951,0.60540551,0.719790675,16,8,128,20
20,0.609780969,0.69844789,0.57728208,0.719790675,128,32,256,20
10,0.612181335,0.700665188,0.581007472,0.719790675,32,8,64,10
20,0.628063116,0.698447901,0.591126691,0.719790675,128,32,512,20
20,0.617112471,0.699556541,0.58667179,0.719790675,8,256,128,20
20,0.630871852,0.698447901,0.592516015,0.719790675,128,64,512,20
80,0.576696507,0.700665185,0.552544606,0.719790675,16,32,256,80
20,0.638343436,0.695121959,0.605141131,0.719790675,32,16,512,20
10,0.620702504,0.698447893,0.59721758,0.719790675,8,256,128,10
40,0.629930395,0.699556549,0.592396671,0.719314939,16,512,512,40
20,0.62689064,0.703991138,0.59580239,0.719314939,16,128,512,20
40,0.505009675,0.699556537,0.484679484,0.719314939,512,8,256,40
20,0.608844517,0.703991139,0.575457704,0.719314939,256,16,512,20
40,0.616160874,0.699556549,0.593935146,0.719314939,8,128,512,40
40,0.607272642,0.698447893,0.580821399,0.719314939,8,256,128,40
20,0.620513017,0.69844789,0.588132776,0.719314939,32,256,256,20
20,0.61846294,0.69290466,0.58890898,0.719314939,16,8,256,20
80,0.603525819,0.700665196,0.571497392,0.719314939,8,64,512,80
10,0.688567065,0.69844789,0.645435384,0.719314938,256,256,256,10
40,0.602298753,0.698447893,0.574351991,0.719314938,32,8,128,40
10,0.618459764,0.698447889,0.602105435,0.719314938,128,8,512,10
20,0.645580766,0.699556541,0.635408971,0.719314938,32,8,128,20
20,0.622250229,0.698447901,0.593170157,0.719314938,16,256,512,20
40,0.613227838,0.699556541,0.582108539,0.719314938,16,16,128,40
10,0.642248728,0.698447893,0.615274868,0.719314938,8,8,128,10
20,0.629890369,0.700665185,0.595501697,0.719314938,16,32,256,20
20,0.617195313,0.699556541,0.587273311,0.719314938,32,128,128,20
40,0.630465106,0.698447901,0.605731037,0.719314938,8,16,512,40
20,0.615601136,0.69844789,0.58505146,0.719314938,32,16,256,20
40,0.602996708,0.698447893,0.582886519,0.719314938,8,8,128,40
20,0.621484832,0.69844789,0.596324873,0.719314938,8,64,256,20
20,0.608325714,0.700665188,0.580336442,0.719314938,8,32,64,20
20,0.625109888,0.69844789,0.590717502,0.719314938,32,32,256,20
40,0.624438317,0.700665185,0.595204403,0.719314938,16,8,256,40
20,0.628522051,0.698447901,0.595888495,0.719314938,32,128,512,20
80,0.628578165,0.698447889,0.591785175,0.719314938,8,128,512,80
20,0.60195163,0.70177384,0.581284891,0.719314938,64,8,256,20
20,0.628826954,0.698447901,0.601260892,0.719314938,16,64,512,20
20,0.6245977,0.69844789,0.603631359,0.719314938,8,512,256,20
20,0.64956776,0.699556549,0.617938596,0.719314938,64,512,512,20
20,0.624090489,0.698447901,0.599366356,0.719314938,8,128,512,20
20,0.622196935,0.698447901,0.599496881,0.719314938,64,32,512,20
20,0.640309969,0.698447889,0.608576811,0.719314938,32,512,512,20
20,0.628162117,0.698447889,0.601201101,0.719314937,8,512,512,20
80,0.608050968,0.701773844,0.580346027,0.719314937,8,32,512,80
10,0.630278448,0.698447893,0.600449979,0.719314937,8,512,128,10
10,0.596905856,0.699556541,0.576546318,0.718839201,512,16,128,10
10,0.627770398,0.698447893,0.595352457,0.718839201,16,128,128,10
40,0.619120195,0.699556549,0.592091648,0.718839201,8,512,512,40
20,0.610358287,0.699556541,0.577900187,0.718839201,16,64,128,20
20,0.619150989,0.698447893,0.599947071,0.718839201,8,16,128,20
40,0.624302603,0.698447901,0.587083683,0.718839201,64,256,512,40
40,0.611997009,0.696230596,0.585737259,0.718839201,16,16,256,40
80,0.606942545,0.698447891,0.579930964,0.718839201,8,128,256,80
20,0.617226063,0.698447901,0.584219159,0.718839201,256,8,512,20
20,0.588746573,0.702882483,0.563445723,0.718839201,16,32,64,20
20,0.638678116,0.699556545,0.589752146,0.718839201,64,32,256,20
20,0.629032935,0.69844789,0.595691597,0.718839201,128,128,256,20
80,0.584881709,0.699556537,0.562171157,0.718839201,8,8,256,80
20,0.646803367,0.698447901,0.608149783,0.718839201,64,256,512,20
20,0.584921546,0.69844789,0.56478857,0.718839201,128,16,256,20
80,0.624326593,0.700665183,0.591828797,0.718839201,8,16,512,80
20,0.60863359,0.698447893,0.586750454,0.718839201,8,8,128,20
20,0.604009196,0.698447893,0.577029895,0.718839201,16,32,128,20
40,0.619605533,0.698447889,0.587204049,0.718839201,16,128,512,40
20,0.572827036,0.69844789,0.536572547,0.718839201,512,8,256,20
20,0.604784863,0.698447893,0.581285688,0.718839201,16,16,64,20
20,0.60564554,0.698447893,0.580979708,0.718839201,8,64,64,20
10,0.637072661,0.69844789,0.602532231,0.718839201,8,256,256,10
10,0.637436834,0.698447889,0.62072475,0.718839201,256,32,512,10
20,0.618691003,0.698447889,0.595404758,0.718839201,128,8,512,20
10,0.667045208,0.698447893,0.629442973,0.718839201,128,256,64,10
20,0.611294732,0.703991131,0.578980321,0.718839201,16,256,128,20
10,0.621064649,0.698447891,0.5964845,0.718839201,16,128,256,10
20,0.610035256,0.698447893,0.576292845,0.7188392,8,128,64,20
40,0.611569701,0.703991126,0.588676097,0.7188392,32,64,512,40
10,0.628759861,0.698447893,0.608060285,0.7188392,16,32,128,10
20,0.624606976,0.69844789,0.601213673,0.7188392,512,16,256,20
20,0.663026556,0.698447889,0.629412999,0.7188392,32,8,512,20
40,0.625283894,0.700665196,0.591760126,0.7188392,16,256,512,40
10,0.686049239,0.698447893,0.647950566,0.7188392,64,512,128,10
10,0.591602663,0.699556541,0.565162665,0.7188392,256,8,128,10
20,0.623796262,0.699556536,0.596590022,0.7188392,16,512,512,20
20,0.608769698,0.698447901,0.583500664,0.7188392,512,32,512,20
40,0.586098376,0.701773836,0.563457412,0.7188392,8,128,128,40
10,0.624934067,0.697339243,0.598697935,0.7188392,128,16,256,10
20,0.624782101,0.69844789,0.592557766,0.718363464,16,256,256,20
10,0.628254251,0.700665185,0.593519594,0.718363464,64,32,256,10
10,0.700369386,0.698447889,0.656769412,0.718363464,512,128,512,10
20,0.599617665,0.698447893,0.587005479,0.718363464,8,512,64,20
10,0.634176886,0.698447889,0.606772623,0.718363464,16,256,512,10
20,0.616068145,0.69844789,0.593131747,0.718363464,64,16,256,20
40,0.604706754,0.699556541,0.5754669,0.718363464,8,16,128,40
10,0.642356554,0.699556537,0.607869074,0.718363464,512,128,256,10
40,0.624373551,0.701773844,0.596617804,0.718363464,8,32,512,40
20,0.616525323,0.698447901,0.587998867,0.718363464,256,64,512,20
10,0.617739902,0.697339254,0.59391507,0.718363464,256,8,512,10
10,0.651864702,0.698447893,0.606931571,0.718363464,64,256,128,10
10,0.615472549,0.69844789,0.59485772,0.718363464,512,8,256,10
20,0.616544388,0.700665185,0.58619038,0.718363464,64,64,256,20
20,0.622183046,0.69844789,0.591180821,0.718363464,512,512,256,20
20,0.63407394,0.698447893,0.599857532,0.718363463,16,16,128,20
20,0.627485855,0.699556549,0.593433659,0.718363463,32,64,512,20
20,0.622415211,0.698447893,0.581307189,0.718363463,32,256,128,20
10,0.636584628,0.698447889,0.603581198,0.718363463,32,64,512,10
20,0.628190096,0.698447901,0.601585283,0.718363463,8,256,512,20
10,0.656534114,0.695121951,0.623058124,0.718363463,32,256,128,10
40,0.610357833,0.700665196,0.578316186,0.718363463,32,32,512,40
20,0.637655146,0.698447889,0.60669558,0.718363463,16,32,512,20
10,0.61811018,0.697339246,0.591175036,0.718363463,16,32,64,10
10,0.628269886,0.698447893,0.590576358,0.718363463,64,64,128,10
20,0.628085976,0.699556537,0.597943436,0.718363463,16,128,256,20
20,0.623665677,0.708425725,0.590594376,0.718363463,64,128,256,20
10,0.640769946,0.698447889,0.612754616,0.718363463,16,512,512,10
20,0.631744087,0.698447901,0.607204312,0.718363463,64,128,512,20
10,0.654484008,0.698447889,0.633110228,0.718363463,64,128,512,10
20,0.615796083,0.699556541,0.584321411,0.718363463,8,32,128,20
10,0.638093472,0.698447893,0.596351202,0.718363463,64,16,128,10
40,0.626095105,0.697339243,0.593824784,0.718363463,8,16,256,40
10,0.638246123,0.695121951,0.589552851,0.718363463,32,16,64,10
20,0.621423044,0.699556537,0.592950789,0.717887727,8,128,256,20
80,0.537537426,0.699556536,0.511034592,0.717887727,256,8,512,80
40,0.606844673,0.698447901,0.592544221,0.717887727,512,8,512,40
20,0.522847612,0.698447893,0.497841119,0.717887727,512,8,128,20
10,0.648061118,0.698447889,0.625639653,0.717887727,8,256,512,10
20,0.617035553,0.698447893,0.591359848,0.717887727,8,128,128,20
10,0.733519381,0.69844789,0.715084125,0.717887727,8,8,256,10
10,0.635366948,0.698447901,0.617339171,0.717887727,8,128,512,10
10,0.618925608,0.69844789,0.59755349,0.717887727,8,128,256,10
20,0.61827476,0.699556537,0.590775439,0.717887727,32,8,256,20
10,0.681628096,0.698447889,0.65400772,0.717887727,32,256,512,10
10,0.694802966,0.698447889,0.655406639,0.717887727,128,512,512,10
10,0.679117195,0.698447889,0.636791774,0.717887727,256,256,512,10
10,0.555856061,0.698447893,0.538913762,0.717887727,512,16,64,10
10,0.637648518,0.698447901,0.606051911,0.717887726,8,512,512,10
20,0.629939989,0.698447889,0.605292335,0.717887726,8,64,512,20
10,0.629687177,0.69844789,0.607063091,0.717887726,8,512,256,10
20,0.613895755,0.69844789,0.587305045,0.717887726,32,128,256,20
40,0.629953595,0.705099786,0.602405026,0.717887726,16,32,512,40
10,0.621182817,0.69844789,0.597177127,0.717887726,128,8,256,10
10,0.698814298,0.698447889,0.644175594,0.717887726,256,128,512,10
10,0.612941087,0.69844789,0.591150014,0.717887726,256,32,256,10
10,0.641949502,0.69844789,0.611841701,0.717887726,32,256,256,10
40,0.618613387,0.698447891,0.592112355,0.717887726,8,8,256,40
10,0.764908578,0.698447889,0.750645444,0.717887726,16,16,512,10
10,0.629829276,0.698447901,0.593768606,0.717887726,256,16,512,10
10,0.640787672,0.694013312,0.601446539,0.717887726,64,8,512,10
10,0.674021342,0.698447889,0.641361881,0.717887726,32,128,512,10
10,0.6400898,0.698447893,0.605333152,0.717887726,64,128,128,10
10,0.639103818,0.698447889,0.603305772,0.717887726,128,64,512,10
10,0.665813306,0.698447889,0.62823919,0.717887726,64,256,512,10
20,0.649169148,0.699556537,0.619195809,0.717887726,128,512,256,20
20,0.626823995,0.698447891,0.596772614,0.717887726,8,256,256,20
10,0.639374372,0.69844789,0.584597746,0.717887726,128,32,256,10
10,0.666954828,0.698447889,0.626303883,0.717887726,128,32,512,10
10,0.7437394,0.698447893,0.680304375,0.717887726,256,512,128,10
20,0.642722456,0.698447889,0.613559078,0.717887726,128,512,512,20
10,0.682520355,0.698447889,0.640029996,0.717887726,256,64,512,10
10,0.634414637,0.69844789,0.614303833,0.717887726,32,64,256,10
10,0.646162326,0.697339243,0.611724953,0.717887726,64,64,256,10
10,0.662199974,0.698447901,0.640226488,0.717887726,128,128,512,10
10,0.639120627,0.698447891,0.60296912,0.717887726,256,64,256,10
10,0.583454327,0.700665188,0.554377282,0.717887726,256,8,64,10
10,0.656160035,0.698447889,0.617476481,0.717887726,512,64,512,10
10,0.629047808,0.698447893,0.612529297,0.717887726,16,16,128,10
20,0.61973827,0.698447893,0.599939229,0.717887726,16,512,128,20
20,0.625802408,0.698447891,0.59507838,0.717887726,8,32,256,20
20,0.6209773,0.699556541,0.593447346,0.717887726,8,512,128,20
20,0.625121482,0.698447893,0.594428568,0.717887726,8,16,64,20
20,0.694912512,0.699556536,0.634563679,0.717887726,256,512,512,20
10,0.639740306,0.698447893,0.605786301,0.717887726,8,32,128,10
10,0.696178607,0.698447889,0.643589849,0.717887726,64,512,512,10
10,0.628145598,0.698447893,0.597553913,0.717887725,16,256,128,10
10,0.642169403,0.69844789,0.62429011,0.717887725,256,128,256,10
10,0.632932338,0.698447889,0.614842719,0.717887725,32,512,512,10
20,0.608208835,0.698447893,0.587959228,0.717887725,8,64,128,20
10,0.614025717,0.69844789,0.586009371,0.717887725,512,16,256,10
10,0.641855673,0.698447893,0.591779604,0.717887725,256,256,128,10
10,0.593852281,0.694013304,0.572656371,0.717411989,32,32,64,10
10,0.704592922,0.698447901,0.627814401,0.717411989,512,256,512,10
10,0.638089445,0.694013312,0.611622831,0.717411989,64,32,512,10
10,0.646634517,0.69844789,0.626928137,0.717411989,64,128,256,10
10,0.775140745,0.698447889,0.733652976,0.717411989,32,16,512,10
10,0.637104341,0.699556541,0.613435105,0.717411989,64,32,128,10
10,0.657725108,0.69844789,0.612903734,0.717411989,128,256,256,10
10,0.648096841,0.69844789,0.618083528,0.717411989,16,256,256,10
40,0.645288543,0.698447889,0.60638369,0.717411989,16,8,512,40
10,0.63480145,0.700665188,0.604006767,0.717411989,8,8,64,10
10,0.642930995,0.699556537,0.606605466,0.717411989,16,512,256,10
10,0.645940443,0.695121946,0.617050504,0.717411989,8,32,512,10
10,0.634318285,0.69844789,0.601688131,0.717411988,8,64,256,10
20,0.631886018,0.695121946,0.59499506,0.717411988,64,8,512,20
20,0.623030794,0.698447901,0.591008959,0.717411988,64,64,512,20
10,0.631432984,0.698447893,0.596064962,0.717411988,32,32,128,10
10,0.678587893,0.696230594,0.626952432,0.717411988,32,32,512,10
10,0.652575745,0.699556537,0.615192727,0.717411988,128,64,256,10
10,0.652115981,0.696230607,0.615916989,0.717411988,16,64,512,10
10,0.623612115,0.698447893,0.58410603,0.716936252,64,8,128,10
20,0.622287788,0.698447889,0.594742097,0.716936252,32,32,512,20
10,0.742247442,0.694013312,0.707585499,0.716936252,16,8,512,10
10,0.594925442,0.700665188,0.579524282,0.716936252,128,16,64,10
10,0.617392671,0.698447893,0.597888784,0.716936252,8,64,64,10
40,0.594876108,0.701773833,0.565368315,0.716936252,32,16,256,40
10,0.647352747,0.698447901,0.617682015,0.716936252,64,64,512,10
10,0.636797954,0.698447893,0.602851435,0.716936252,16,64,128,10
10,0.761396728,0.697339243,0.712892121,0.716936252,8,16,256,10
10,0.660444058,0.699556536,0.607672204,0.716936252,512,32,512,10
20,0.624748804,0.698447893,0.598537563,0.716936252,8,8,64,20
20,0.636011899,0.691796005,0.593638267,0.716936252,16,16,256,20
10,0.62037429,0.701773836,0.599021581,0.716936251,8,32,64,10
20,0.615741885,0.698447893,0.580413511,0.716936251,8,256,64,20
10,0.639035812,0.698447893,0.617065171,0.716936251,16,128,64,10
10,0.649026311,0.698447893,0.604920493,0.716936251,16,512,128,10
10,0.622292869,0.698447901,0.586500389,0.716936251,512,16,512,10
10,0.668001471,0.69844789,0.614967087,0.716936251,32,512,256,10
10,0.614993926,0.700665186,0.590995176,0.716936251,64,16,256,10
10,0.618460214,0.698447893,0.594316439,0.716936251,32,64,128,10
40,0.602273695,0.696230594,0.581210846,0.716936251,16,16,512,40
10,0.668796028,0.700665196,0.632874225,0.71693625,8,64,512,10
10,0.623650634,0.698447893,0.590884223,0.71693625,8,256,64,10
80,0.675536833,0.695121946,0.627454723,0.716460514,8,8,512,80
10,0.636738335,0.70177384,0.611070666,0.716460514,16,64,256,10
10,0.62315621,0.698447893,0.586681768,0.716460514,8,512,64,10
10,0.665824146,0.69844789,0.618931677,0.716460514,64,512,256,10
10,0.637960864,0.698447893,0.612855399,0.716460514,16,512,64,10
10,0.640233596,0.698447893,0.604818909,0.716460514,32,128,64,10
10,0.625964298,0.697339246,0.597172119,0.716460514,16,64,64,10
10,0.641159548,0.69844789,0.60023597,0.716460514,64,256,256,10
10,0.684534135,0.699556537,0.618120172,0.716460514,512,256,256,10
10,0.615676783,0.698447893,0.596260277,0.716460514,8,128,64,10
10,0.655210806,0.698447893,0.623215165,0.716460514,32,512,128,10
10,0.632709548,0.69844789,0.605392303,0.716460514,32,32,256,10
20,0.671874347,0.697339241,0.643924603,0.716460513,8,16,512,20
10,0.62468991,0.698447893,0.597727758,0.716460513,32,64,64,10
20,0.627389692,0.700665193,0.609421959,0.716460513,8,16,256,20
10,0.619388,0.698447893,0.600824016,0.716460513,8,128,128,10
10,0.607214043,0.699556541,0.589413117,0.716460513,64,64,64,10
10,0.605579583,0.698447893,0.587151751,0.715984777,128,32,128,10
10,0.751072275,0.698447901,0.671442274,0.715984777,512,512,512,10
10,0.67173319,0.696230599,0.608158202,0.715984777,128,512,128,10
10,0.606620716,0.700665188,0.583115098,0.715984777,16,16,64,10
10,0.643023355,0.699556549,0.619033209,0.715984777,16,128,512,10
10,0.665944466,0.690687369,0.632506816,0.715984777,64,16,512,10
10,0.655016617,0.698447893,0.604676942,0.715984776,16,256,64,10
10,0.61981333,0.699556541,0.597645412,0.715984776,16,8,128,10
20,0.634606353,0.69844789,0.601271473,0.715984776,64,512,256,20
10,0.64394725,0.698447893,0.605411949,0.715984776,32,128,128,10
10,0.695102759,0.698447889,0.643099944,0.715984776,128,256,512,10
10,0.652130265,0.694013301,0.636140613,0.71550904,32,8,256,10
10,0.636887194,0.698447893,0.612577259,0.715509039,32,256,64,10
10,0.616285113,0.69844789,0.596453395,0.715509039,32,128,256,10
10,0.6373706,0.694013304,0.602540264,0.715509039,32,16,128,10
10,0.631983908,0.699556541,0.610322112,0.715509039,128,256,128,10
10,0.68336426,0.69844789,0.638990645,0.715033302,128,512,256,10
10,0.616359634,0.69844789,0.605046443,0.715033302,512,32,256,10
10,0.647317074,0.691796017,0.614130936,0.715033302,128,16,512,10
40,0.636531201,0.699556549,0.614962993,0.715033301,32,8,512,40
10,0.661002524,0.698447893,0.629088367,0.714557565,32,512,64,10
10,0.703134878,0.698447889,0.641473399,0.714557565,256,512,512,10
10,0.630833134,0.701773836,0.599092107,0.714557565,32,8,128,10
10,0.618116531,0.698447893,0.604852704,0.714557564,128,64,128,10
10,0.687918275,0.698447893,0.633500673,0.714557564,64,512,64,10
10,0.679380418,0.700665183,0.661284626,0.714557564,32,8,512,10
10,0.671494827,0.702882483,0.628963451,0.714557563,128,512,64,10
10,0.63037412,0.700665196,0.622698239,0.714081827,16,32,512,10
20,0.643679166,0.697339241,0.614278339,0.714081826,8,8,512,20
10,0.620554473,0.699556545,0.598513955,0.71360609,64,8,256,10
10,0.64166936,0.69512195,0.622415644,0.71360609,16,32,256,10
10,0.793974464,0.68514412,0.785283966,0.713606089,8,16,512,10
20,0.709177189,0.688470074,0.672008893,0.713130353,8,32,512,20
10,0.648522161,0.697339243,0.611014782,0.712654615,32,16,256,10
20,0.635680278,0.690687369,0.606968346,0.712178877,16,16,512,20
10,0.678248717,0.69844789,0.626875148,0.71170314,256,512,256,10
10,0.678275103,0.698447898,0.634827655,0.711227402,8,32,256,10
10,0.728051182,0.691796009,0.700800673,0.710275928,16,8,64,10
10,0.677628388,0.685144122,0.669361642,0.707897241,16,16,256,10
20,0.638241095,0.68514412,0.622597002,0.707897241,16,8,512,20
20,0.773060631,0.670731705,0.71269375,0.703615604,8,8,256,20
10,0.779312273,0.672949002,0.732600482,0.703139867,8,16,128,10
10,0.640520016,0.681818182,0.635174901,0.70076118,8,16,64,10
10,0.702967231,0.655210647,0.706173184,0.666508088,16,8,256,10
40,0.688042622,0.652993345,0.662739143,0.647954328,8,8,512,40
10,3.017046098,0.301552111,3.107888359,0.282112274,8,8,512,10
